frame,timestamp_sec,player_id,visibility_mean,visibility_min,visibility_left_arm,visibility_right_arm,angle_trunk_lean,angle_elbow_dom,angle_elbow_left,angle_elbow_right,angle_knee_front,angle_knee_back,com_height,hand_height,hand_height_left,hand_height_right,stance_length,v_hand_speed,v_hand_speed_left,v_hand_speed_right,v_torso_x,v_com_y
2768,55.36,1,0.8578,0.3752,0.5885,0.9776,-15.52,106.01,114.29,106.01,179.02,151.68,0.4818,0.4831,0.5365,0.4831,0.0793,0.2243,0.0553,0.2243,0.0837,-0.0378
2768,55.36,2,0.8319,0.5328,0.9312,0.7006,21.08,99.56,99.56,135.09,143.02,150.77,0.4826,0.4995,0.4995,0.5387,0.0385,0.0872,0.0872,0.1962,0.0928,0.0619
2776,55.52,1,0.8625,0.3502,0.5913,0.9788,-17.89,120.03,75.45,120.03,161.51,134.73,0.462,0.4726,0.5214,0.4726,0.0861,0.3001,0.0967,0.3001,0.1294,-0.124
2776,55.52,2,0.8391,0.5526,0.9361,0.7142,23.37,103.13,103.13,142.64,95.41,154.83,0.4905,0.4968,0.4968,0.5371,0.019,0.074,0.074,0.0708,0.0939,0.0499
2784,55.68,1,0.8719,0.3874,0.6189,0.9807,-17.05,115.69,152.28,115.69,171.76,140.42,0.4624,0.4729,0.5231,0.4729,0.0829,0.0084,0.0785,0.0084,0.0322,0.0026
2784,55.68,2,0.8322,0.5081,0.9378,0.7139,21.73,93.51,93.51,161.27,119.13,149.94,0.4714,0.4756,0.4756,0.518,0.0188,0.1326,0.1326,0.1416,0.0431,-0.1194
2792,55.84,1,0.8752,0.3627,0.6206,0.9817,-16.36,102.38,108.21,102.38,155.63,151.3,0.4815,0.4806,0.5322,0.4806,0.0647,0.1682,0.0603,0.1682,-0.0866,0.1193
2792,55.84,2,0.8199,0.4685,0.927,0.6886,18.7,47.22,47.22,69.58,,145.49,0.4707,0.4987,0.4987,0.53,0.0217,0.174,0.174,0.1188,-0.0044,-0.0044
2800,56.0,1,0.8753,0.3647,0.6207,0.9811,-13.0,115.41,100.27,115.41,162.82,160.23,0.4888,0.4864,0.5441,0.4864,0.0522,0.2009,0.087,0.2009,-0.0628,0.0457
2800,56.0,2,0.8148,0.4389,0.9305,0.6721,15.08,48.94,48.94,43.75,,155.39,0.4765,0.53,0.53,0.5438,0.0094,0.1957,0.1957,0.0972,-0.0622,0.036
2808,56.16,1,0.8729,0.363,0.6108,0.9808,-15.5,121.34,63.13,121.34,134.95,149.21,0.497,0.4828,0.5454,0.4828,0.0211,0.1689,0.1251,0.1689,-0.086,0.0511
2808,56.16,2,0.8269,0.461,0.9371,0.6971,19.53,144.16,144.16,172.01,,179.29,0.5066,0.5561,0.5561,0.5535,0.056,0.4166,0.4166,0.269,-0.096,0.1885
2816,56.32,1,0.8699,0.3583,0.6018,0.9819,-15.63,162.87,116.44,162.87,141.46,147.8,0.4788,0.4511,0.5472,0.4511,0.0011,0.3163,0.0409,0.3163,-0.0432,-0.1134
2816,56.32,2,0.842,0.5117,0.9423,0.7188,29.67,120.75,120.75,175.32,149.24,176.0,0.4981,0.5526,0.5526,0.5013,0.0938,0.458,0.458,0.5852,-0.1116,-0.0532
2824,56.48,1,0.8745,0.4035,0.6277,0.98,-12.85,119.18,136.6,119.18,133.47,147.18,0.4832,0.4809,0.5328,0.4809,0.0044,0.2161,0.0905,0.2161,-0.0093,0.0274
2824,56.48,2,0.8551,0.5588,0.947,0.7364,31.77,100.3,100.3,176.71,146.81,177.65,0.5098,0.5515,0.5515,0.4893,0.0699,0.0069,0.0069,0.0908,-0.0779,0.0727
2832,56.64,1,0.8802,0.4249,0.6414,0.9805,-9.86,157.06,163.52,157.06,149.69,161.62,0.5009,0.4566,0.5244,0.4566,0.0067,0.2197,0.1155,0.2197,-0.0254,0.1104
2832,56.64,2,0.859,0.6007,0.9511,0.7553,26.28,118.92,118.92,168.1,174.94,114.37,0.5156,0.5349,0.5349,0.4959,0.0208,0.1037,0.1037,0.0445,-0.0518,0.0368
2840,56.8,1,0.8859,0.4474,0.6612,0.9801,-5.25,166.33,157.32,166.33,178.11,152.52,0.4793,0.4487,0.5023,0.4487,0.0045,0.1732,0.1615,0.1732,-0.0179,-0.1351
2840,56.8,2,0.8655,0.6377,0.9541,0.7778,19.24,136.87,136.87,167.84,139.09,137.94,0.5293,0.5293,0.5293,0.4893,0.0101,0.035,0.035,0.0652,-0.0101,0.0852
2848,56.96,1,0.8891,0.4824,0.6875,0.9702,-1.29,171.05,129.13,171.05,178.32,161.84,0.4625,0.4486,0.4865,0.4486,0.0116,0.0847,0.1163,0.0847,-0.0049,-0.105
2848,56.96,2,0.867,0.6713,0.9519,0.7983,13.01,153.85,153.85,156.6,167.67,145.8,0.5161,0.5301,0.5301,0.4868,0.0112,0.0075,0.0075,0.0162,0.0122,-0.0825
2856,57.12,1,0.8947,0.5333,0.7184,0.9666,1.96,173.96,117.49,173.96,176.54,112.48,0.4467,0.4367,0.4682,0.4367,0.0162,0.0756,0.1273,0.0756,-0.0017,-0.0987
2856,57.12,2,0.8706,0.6962,0.9266,0.8155,7.76,176.35,176.35,141.46,169.43,179.45,0.5015,0.522,0.522,0.4816,0.0178,0.0531,0.0531,0.1325,0.0362,-0.0912
2864,57.28,1,0.9026,0.5744,0.7444,0.965,3.35,167.65,130.57,167.65,178.78,174.83,0.4377,0.4153,0.4526,0.4153,0.0293,0.1381,0.1031,0.1381,0.0121,-0.0558
2864,57.28,2,0.8759,0.7226,0.9196,0.833,0.91,178.99,178.99,139.71,152.69,177.25,0.4936,0.5071,0.5071,0.4802,0.0218,0.1287,0.1287,0.1194,0.066,-0.0494
2872,57.44,1,0.9083,0.6051,0.7651,0.9655,4.21,160.52,142.0,160.52,178.12,178.96,0.41,0.3866,0.4268,0.3866,0.0306,0.1949,0.1911,0.1949,0.0461,-0.1733
2872,57.44,2,0.8843,0.7322,0.9204,0.849,-3.57,176.14,176.14,144.46,155.55,174.44,0.4889,0.4907,0.4907,0.4811,0.0278,0.1656,0.1656,0.052,0.0745,-0.0293
3272,65.44,1,0.894,0.5676,0.7374,0.9359,7.66,143.06,139.17,143.06,121.74,155.12,0.3712,0.4085,0.4383,0.4085,0.07,0.0028,0.0035,0.0028,-0.0014,-0.0048
3280,65.6,2,0.8566,0.7081,0.8667,0.8402,95.59,42.23,42.23,44.06,171.94,144.2,0.5409,0.5971,0.5971,0.4369,0.0027,0.0191,0.0191,0.0244,0.0163,0.0064
3288,65.76,1,0.8695,0.5437,0.7187,0.8931,86.02,122.4,179.67,122.4,166.36,171.25,0.2515,0.2121,0.2374,0.2121,0.0017,0.6148,0.6442,0.6148,0.0639,-0.3742
3288,65.76,2,0.8334,0.6835,0.824,0.837,97.18,26.05,151.88,26.05,179.4,167.8,0.5415,0.4711,0.5954,0.4711,0.0066,0.8801,0.6114,0.4407,0.1813,0.0038
3296,65.92,2,0.8132,0.6378,0.7882,0.843,96.71,62.0,132.31,62.0,179.1,168.67,0.5433,0.4656,0.6044,0.4656,0.0095,0.0379,0.5576,0.0379,0.2059,0.0112
3864,77.28,2,0.8017,0.5988,0.8087,0.8382,94.84,7.04,65.44,7.04,150.19,164.41,0.4563,0.3903,0.457,0.3903,0.0578,0.0193,0.0146,0.0193,-0.0003,-0.0077
3880,77.6,1,0.8711,0.5415,0.7222,0.9029,-26.15,126.09,21.29,126.09,123.01,117.84,0.4871,0.4815,0.5042,0.4815,0.0087,0.0239,0.0247,0.0239,0.0018,0.0199
3880,77.6,2,0.809,0.6266,0.8152,0.8283,24.06,137.37,76.04,137.37,79.59,158.84,0.4218,0.4461,0.4157,0.4461,0.0306,0.2971,0.1629,0.2971,-0.456,-0.1076
3888,77.76,1,0.8666,0.4916,0.6866,0.9103,-19.78,135.53,141.81,135.53,154.97,138.36,0.4893,0.4862,0.4884,0.4862,0.0723,0.0538,0.1864,0.0538,-0.1128,0.0139
3888,77.76,2,0.8002,0.5877,0.8141,0.7918,18.74,43.39,43.39,104.55,81.49,141.19,0.4091,0.4236,0.4236,0.4353,0.0208,0.2083,0.077,0.1609,0.0764,-0.0796
3896,77.92,1,0.8613,0.4751,0.6689,0.9187,-12.27,144.04,122.11,144.04,165.73,146.6,0.5044,0.4962,0.5166,0.4962,0.0761,0.1241,0.1974,0.1241,-0.108,0.0942
3896,77.92,2,0.8085,0.5982,0.8295,0.7905,21.86,117.74,117.74,164.97,133.16,134.41,0.4119,0.3912,0.3912,0.4085,0.0138,0.2965,0.2965,0.1778,0.1258,0.0175
3904,78.08,1,0.8603,0.4679,0.6564,0.9253,-7.71,120.16,155.6,120.16,170.98,133.09,0.5142,0.5153,0.5358,0.5153,0.0188,0.1423,0.1311,0.1423,-0.0489,0.0616
3904,78.08,2,0.8107,0.5667,0.843,0.7922,26.99,142.37,142.37,173.88,141.9,161.42,0.397,0.3496,0.3496,0.3846,0.0038,0.3388,0.3388,0.2567,0.1622,-0.0928
3912,78.24,1,0.8572,0.4863,0.6603,0.9312,-2.51,89.99,62.39,89.99,167.31,171.81,0.5141,0.5377,0.5587,0.5377,0.0023,0.1426,0.1474,0.1426,0.0227,-0.0007
3912,78.24,2,0.8022,0.532,0.845,0.7583,29.41,158.43,158.43,158.87,130.58,162.77,0.3648,0.2852,0.2852,0.3702,0.0303,0.421,0.421,0.2098,0.0854,-0.2013
3920,78.4,1,0.8541,0.4686,0.6422,0.9364,-1.61,120.84,134.8,120.84,168.78,156.14,0.5373,0.5452,0.5735,0.5452,0.0172,0.0471,0.0941,0.0471,0.0199,0.1446
3920,78.4,2,0.7952,0.4939,0.8567,0.7366,30.01,164.57,164.57,159.17,147.52,,0.3451,0.2483,0.2483,0.3121,,0.2402,0.2402,0.3835,0.0463,-0.1236
3928,78.56,1,0.8559,0.4524,0.6255,0.9417,-3.01,153.43,128.2,153.43,176.4,149.28,0.5457,0.5409,0.5875,0.5409,0.0575,0.0379,0.1446,0.0379,0.0383,0.0527
3928,78.56,2,0.7939,0.4814,0.8593,0.713,27.51,144.6,144.6,152.78,156.93,,0.351,0.2909,0.2909,0.3691,,0.2677,0.2677,0.3587,-0.0004,0.0374
3936,78.72,1,0.8589,0.4202,0.6027,0.9455,-5.11,157.24,92.91,157.24,179.55,148.47,0.55,0.5331,0.5976,0.5331,0.0791,0.1752,0.0969,0.1752,0.0794,0.0269
3936,78.72,2,0.8059,0.5248,0.8723,0.6953,26.02,156.09,156.09,179.55,146.92,167.03,0.3577,0.3207,0.3207,0.3724,0.0593,0.189,0.189,0.0745,-0.0516,0.0414
3944,78.88,1,0.8605,0.3957,0.5843,0.9476,-4.3,166.84,98.43,166.84,158.38,151.52,0.5621,0.5517,0.6062,0.5517,0.0628,0.1774,0.1194,0.1774,0.1481,0.0757
3944,78.88,2,0.8078,0.4897,0.8612,0.6733,20.58,173.87,173.87,161.03,151.73,168.31,0.3558,0.3279,0.3279,0.3786,0.0918,0.2704,0.2704,0.1414,-0.0957,-0.0116
3952,79.04,1,0.8538,0.3599,0.5614,0.9454,-4.67,149.7,124.51,149.7,164.5,170.86,0.5772,0.5754,0.6121,0.5754,0.0125,0.2196,0.0448,0.2196,0.125,0.094
3952,79.04,2,0.8202,0.5036,0.8739,0.6753,11.58,140.31,140.31,164.91,155.89,140.44,0.3558,0.3568,0.3568,0.3772,0.0767,0.2351,0.2351,0.2252,-0.2281,-0.0003
3960,79.2,1,0.8495,0.3265,0.5405,0.9404,-0.89,144.01,114.63,144.01,167.99,173.6,0.5761,0.5813,0.6262,0.5813,0.0038,0.1565,0.097,0.1565,0.1295,-0.0066
3960,79.2,2,0.8305,0.5223,0.8859,0.6821,5.45,115.24,115.24,149.25,162.13,133.29,0.3629,0.3737,0.3737,0.4029,0.0351,0.1621,0.1621,0.2223,-0.1736,0.0445
3968,79.36,1,0.8395,0.2967,0.5215,0.9373,1.2,128.75,113.46,128.75,166.19,135.44,0.5796,0.5814,0.6213,0.5814,0.0283,0.131,0.2017,0.131,0.1496,0.0219
3968,79.36,2,0.8422,0.5553,0.8969,0.6998,2.01,121.48,121.48,147.24,169.93,173.26,0.3715,0.3819,0.3819,0.4163,0.0377,0.1385,0.1385,0.1594,-0.141,0.0538
3976,79.52,1,0.8182,0.2731,0.5056,0.9361,2.32,133.6,126.66,133.6,37.5,31.67,0.6112,0.5832,0.611,0.5832,0.0003,0.087,0.2245,0.087,0.1345,0.1977
3976,79.52,2,0.8536,0.5681,0.9066,0.7012,-0.91,133.51,133.51,149.29,173.85,171.92,0.3709,0.3807,0.3807,0.4203,0.0725,0.1594,0.1594,0.1093,-0.1438,-0.0037
3984,79.68,1,0.8021,0.2711,0.5003,0.9405,1.84,132.24,135.61,132.24,144.33,123.79,0.5999,0.5823,0.6118,0.5823,0.0213,0.1142,0.1144,0.1142,0.0996,-0.0711
3984,79.68,2,0.865,0.5826,0.9157,0.7057,-3.15,112.46,112.46,142.57,167.53,149.54,0.371,0.3861,0.3861,0.4265,0.0591,0.1629,0.1629,0.1008,-0.1579,0.0007
3992,79.84,1,0.7921,0.27,0.497,0.9459,1.39,141.83,152.17,141.83,,47.36,0.6152,0.5691,0.6123,0.5691,0.0005,0.1986,0.1228,0.1986,0.0972,0.0962
3992,79.84,2,0.858,0.5532,0.9205,0.6832,-4.6,100.55,100.55,130.82,167.78,167.61,0.3734,0.4005,0.4005,0.4294,0.0035,0.1677,0.1677,0.1046,-0.1274,0.015
4000,80.0,1,0.7864,0.261,0.4939,0.951,-2.23,157.36,162.61,157.36,40.97,,0.599,0.5522,0.5837,0.5522,0.0035,0.1645,0.2255,0.1645,0.075,-0.1012
4000,80.0,2,0.8558,0.5268,0.9252,0.6638,-2.2,92.79,92.79,113.93,179.03,173.78,0.3781,0.4057,0.4057,0.4287,0.0318,0.1134,0.1134,0.0826,-0.0789,0.0296
4008,80.16,1,0.7773,0.2447,0.4855,0.9544,-7.59,162.64,125.74,162.64,14.06,,0.5943,0.5413,0.6106,0.5413,0.0032,0.1018,0.2571,0.1018,0.0249,-0.0296
4008,80.16,2,0.8567,0.4971,0.9275,0.6433,-1.28,103.12,103.12,114.66,177.18,173.04,0.3814,0.4053,0.4053,0.4283,0.0231,0.1075,0.1075,0.1568,-0.1232,0.0204
4016,80.32,1,0.7706,0.2302,0.478,0.9578,-11.7,159.58,141.69,159.58,42.41,,0.5941,0.5384,0.6148,0.5384,,0.0203,0.0326,0.0203,0.0024,-0.0014
4016,80.32,2,0.8599,0.4829,0.9334,0.6298,2.49,125.3,125.3,132.56,170.72,164.08,0.3847,0.4019,0.4019,0.4292,0.0694,0.0639,0.0639,0.2251,-0.1038,0.0205
